date,quarter,month,year,split,avg_salary,count_in_day,из_нежилых_Промышленные_здания_quarter,Полный_плановый_объем_потребления_электроэнергии_month,Предложения_новостроек_month,Всего_введено_зданий_quarter,"Жилые_здания,_жилые_помещения_и_т.п._quarter",Ипотека_всего_в_деньгах_month,Средства_на_счетах_эскроу_в_рублях_накопительный_итог_month,Средства_на_счетах_эскроу_в_рублях_ежемесячные_изменения_month,Ипотека_по_ДДУ_в_деньгах_month,Ипотека_по_ДДУ_в_количестве_выданных_кредитов_month,Ипотека_всего_в_количестве_выданных_кредитов_month,Коммунальное_хозяйство_-_всего_накопительный_итог_на_начало_месяца_-_собирается_month,"из_них_Закупка_товаров,_работ_и_услуг_для_обеспечения_государственных_муниципальных_нужд_month",из_них_Капитальные_вложения_в_объекты_государственной_муниципальной_собственности_month,из_них_Иные_бюджетные_ассигнования_собирается_month,Оценка_объема_потребеления_безина_quarter,Оценка_объема_потребеления_ДТ_quarter,Цена_на_95_бензин_розничные_цены_month,Цена_на_92_бензин_розничные_цены_month,Цена_на_ДТ_розничные_цены_month,Розничная_продажа_бензинов_автомобильных_в_деньгах;_накопительный_итог_quarter,Розничная_продажа_Дизельное_топливо_в_деньгах;_накопительный_итог_quarter,автоуслуги_по_тратам_потребителей_-_Тинькофф_индекс_month,топливо_потратам_потребителей-Тинькофф_индекс_month,Аренда_складской_недвижимости_month,Аренда_торговой_недвижимости_month,Аренда_офисной_недвижимости_month,Продажа_складской_недвижимости_month,Продажа_торговой_недвижимости_month,Продажа_офисной_недвижимости_month,из_нежилых_коммерческие_здания_quarter,из_коммерческих_торговые_площади_quarter,Изменение_активности_МСП_по_регионам_Сбериндекс_month,Индекс_потребительской_активности_-_Сбериндекс_month,дом_и_ремонт_по_тратам_потребителей_-_Тинькофф_индекс_month,медуслуги_по_тратам_потребителей-Тинькофф_индекс_month,рестораны_по_тратам_потребителей-Тинькофф_индекс_month,Доля_онлайн_платежей_в_безналичных_тратах_населения_month,Кол-во_выпущенных_специалистов_сварочного_производства_и_сварщиков_year
2018-02-16,1,2,2018,16,35000.0,2,53,,,1266.9,1024.3,4975,,,1980,1150,2980,56089509.86000001,33562979.38,13706394.869999997,8470135.61,534.0950031894535,139.1969347041314,42.7975,39.4925,39.4825,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-02-20,1,2,2018,20,55000.0,1,53,,,1266.9,1024.3,4975,,,1980,1150,2980,56089509.86000001,33562979.38,13706394.869999997,8470135.61,534.0950031894535,139.1969347041314,42.7975,39.4925,39.4825,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-02-26,1,2,2018,26,45000.0,2,53,,,1266.9,1024.3,4975,,,1980,1150,2980,56089509.86000001,33562979.38,13706394.869999997,8470135.61,534.0950031894535,139.1969347041314,42.7975,39.4925,39.4825,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-02-27,1,2,2018,27,10000.0,6,53,,,1266.9,1024.3,4975,,,1980,1150,2980,56089509.86000001,33562979.38,13706394.869999997,8470135.61,534.0950031894535,139.1969347041314,42.7975,39.4925,39.4825,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-02-28,1,2,2018,28,14491.5,2,53,,,1266.9,1024.3,4975,,,1980,1150,2980,56089509.86000001,33562979.38,13706394.869999997,8470135.61,534.0950031894535,139.1969347041314,42.7975,39.4925,39.4825,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-01,1,3,2018,1,65000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-02,1,3,2018,2,23375.0,2,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-04,1,3,2018,4,60000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-07,1,3,2018,7,38000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-12,1,3,2018,12,25500.0,2,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-13,1,3,2018,13,55000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-14,1,3,2018,14,13500.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-15,1,3,2018,15,32000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-16,1,3,2018,16,40000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-19,1,3,2018,19,25000.0,4,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-20,1,3,2018,20,23500.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-21,1,3,2018,21,40000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-22,1,3,2018,22,40000.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-23,1,3,2018,23,30000.0,3,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-25,1,3,2018,25,14483.0,1,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-26,1,3,2018,26,19750.0,2,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-03-27,1,3,2018,27,25581.5,2,53,,,1266.9,1024.3,6443,,,2184,1256,3658,94919784.32,28852803.669999994,29730771.71,35951312.99,534.0950031894535,139.1969347041314,42.7525,39.465,39.41,21978677,5494683,,,,,,,,,76.7,33.3,,,,,,,509.0
2018-04-02,2,4,2018,2,34000.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-03,2,4,2018,3,14175.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-04,2,4,2018,4,13500.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-09,2,4,2018,9,35000.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-11,2,4,2018,11,30050.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-12,2,4,2018,12,50000.0,3,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-13,2,4,2018,13,45000.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-14,2,4,2018,14,30000.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-16,2,4,2018,16,25000.0,3,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-19,2,4,2018,19,25000.0,1,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
2018-04-20,2,4,2018,20,60000.0,3,35.7,,,1041.6999999999998,817.2,6279,,,2149,1216,3496,150425886.33999997,46010859.5,90156968.03000002,11230359.549999997,575.8480790082934,265.2602518566354,42.765,39.4975,39.5725,24562080,10953480,,,,,,,,,57.89999999999999,31.60000000000001,,,,,,,509.0
